"label","target","source"
"Porządne dziewczyny","Sonia Faleiro","Parul Seghal, „The New York Times”"
"Porządne dziewczyny","Sonia Faleiro","„The New York Times Book Review”"
"Porządne dziewczyny","Sonia Faleiro","„The Guardian”"
"Porządne dziewczyny","Sonia Faleiro","Abhijit Banerjee, laureat Nagrody Nobla"
"Po Safonie","Selby Wynn Schwartz","Renata Lis"
"Po Safonie","Selby Wynn Schwartz","„The Guardian”"
"Po Safonie","Selby Wynn Schwartz","Deborah Levy"
"Po Safonie","Selby Wynn Schwartz","Jacob Brogan, „Washington Post”"
"Po Safonie","Selby Wynn Schwartz","Sam Sacks, „The Wall Street Journal”"
"Po Safonie","Selby Wynn Schwartz","Rhoda Feng, National Public Radio"
"Po Safonie","Selby Wynn Schwartz","„Kirkus Review”"
"Po Safonie","Selby Wynn Schwartz","Norah Piehl"
"Po Safonie","Selby Wynn Schwartz","Lucy Scholes „The Telegraph”"
"Po Safonie","Selby Wynn Schwartz","„Publishers Weekly”"
"Po Safonie","Selby Wynn Schwartz","Adriana E. Ramírez, „Boston Globe”"
"Po Safonie","Selby Wynn Schwartz","Mattilda Bernstein Sycamore, „The New York Times”"
"Po Safonie","Selby Wynn Schwartz","„The Independent”"
"Po Safonie","Selby Wynn Schwartz","Lucy Ellmann"
"Po Syberii","Colin Thubron","Mariusz Wilk"
"Po Syberii","Colin Thubron","Andrzej Stasiuk"
"Pottsville","Jim Thompson","Aleksander Hudzik, „Newsweek Polska”"
"Potwór z Florencji","Douglas Preston","Wojciech Chmielarz"
"Potwór z Florencji","Douglas Preston","„Publishers Weekly”"
"Potwór z Florencji","Douglas Preston","USA Today"
"Potwór z Florencji","Douglas Preston","Brad Thomas Parsons"
"Potwór z Florencji","Douglas Preston","„Washington Post”"
"Potwór z Florencji","Douglas Preston","Associated Press"
"Potwór z Florencji","Douglas Preston","„Dallas Morning News”"
"Potwór z Florencji","Mario Spezi","Wojciech Chmielarz"
"Potwór z Florencji","Mario Spezi","„Publishers Weekly”"
"Potwór z Florencji","Mario Spezi","USA Today"
"Potwór z Florencji","Mario Spezi","Brad Thomas Parsons"
"Potwór z Florencji","Mario Spezi","„Washington Post”"
"Potwór z Florencji","Mario Spezi","Associated Press"
"Potwór z Florencji","Mario Spezi","„Dallas Morning News”"
"Poufne","Mikołaj Grynberg","Hanna Krall"
"Poufne","Mikołaj Grynberg","Marcin Wicha"
"Powrót","Hisham Matar","Jerzy Haszczyński"
"Powrót","Hisham Matar","„The Washington Post”"
"Powrót","Hisham Matar","Michiko Kakutani, „The New York Times Book Review”"
"Powrót","Hisham Matar","„Kirkus Reviews”"
"Powrót","Hisham Matar","Leah Mirakhor, „Los Angeles Review of Books”"
"Powrót do Brideshead","Evelyn Waugh","„Time”"
"Powrót do Brideshead","Evelyn Waugh","„The Times”"
"Powrót do Brideshead","Evelyn Waugh","„The New York Times”"
"Powrót do Brideshead","Evelyn Waugh","„The Guardian”"
"Powrót do Brideshead","Evelyn Waugh","„Newsweek”"
"Powrót do Brideshead","Evelyn Waugh","„National Review”"
"Poza królestwo","Yaa Gyasi","Monika Ochędowska"
"Poza królestwo","Yaa Gyasi","„The Boston Globe”"
"Poza królestwo","Yaa Gyasi","Sam Sacks, „The Wall Street Journal”"
"Poza królestwo","Yaa Gyasi","Ron Charles, „The Washington Post”"
"Poza królestwo","Yaa Gyasi","James Wood, „The New Yorker”"
"Poza królestwo","Yaa Gyasi","„Seattle Times”"
"Poza królestwo","Yaa Gyasi","Ann Patchett"
"Poza królestwo","Yaa Gyasi","Roxane Gay"
"Poza królestwo","Yaa Gyasi","„Publishers Weekly”"
"Poza królestwo","Yaa Gyasi","„Booklist”"
"Poza królestwo","Yaa Gyasi","„Kirkus Reviews”"
"Poza królestwo","Yaa Gyasi","The Range"
"Poza królestwo","Yaa Gyasi","„USA Today”"
"Poza królestwo","Yaa Gyasi","„The San Francisco Chronicle”"
"Poza wiarą","V.S. Naipaul","„The New York Times”"
"Poza wiarą","V.S. Naipaul","„The Boston Globe”"
"Poza wiarą","V.S. Naipaul","„The Independent”"
"Pożegnania plazmy","Natasza Goerke","Judyta Grudzień"
"Poznań","Marcin Kącki","Filip Springer"
"Pozwól rzece płynąć","Michał Cichy","Jacek Podsiadło"
"Pożytki z katorgi","Wojciech Lada","Wojciech Stanisławski"
"Praca i inne grzechy","Charlie LeDuff","Łukasz Pawłowski, współtwórca „Podkastu amerykańskiego”"
"Praca i inne grzechy","Charlie LeDuff","„The New York Times Book Review”"
"Praca i inne grzechy","Charlie LeDuff","„Entertainment Weekly”"
"Praca i inne grzechy","Charlie LeDuff","„Men’s Journal”"
"Praca na całe życie","Rachel Cusk","Sylwia Chutnik"
"Praca na całe życie","Rachel Cusk","Justyna Bargielska"
"Praca na całe życie","Rachel Cusk","Joanna Woźniczko-Czeczott"
"Praca sezonowa","Heike Geißler","Rafał Woś, „Tygodnik Powszechny”"
"Praga","Mariusz Surosz","Mariusz Surosz"
"Praski elementarz","Aleksander Kaczorowski","Mariusz Szczygieł"
"Praski elementarz","Aleksander Kaczorowski","Edwin Bendyk"
"Praski elementarz","Aleksander Kaczorowski","Aleksander Fiut"
"Praski elementarz","Aleksander Kaczorowski","Leszek Engelking"
"Praski elementarz","Aleksander Kaczorowski","Krzysztof Czyżewski"
"Praski elementarz","Aleksander Kaczorowski","„Lidové noviny”"
"Prawdziwa miłość","Jude Deveraux","„Booklist”"
"Prawdziwa miłość","Jude Deveraux","„Publishers Weekly”"
"Prawdziwa miłość","Jude Deveraux","„Kirkus Reviews”"
"Prawdziwa wojna","Jonathan  Schell","Adam Michnik"
"Prawdziwa wojna","Jonathan  Schell","„Library Journal”"
"Prawdziwa wojna","Jonathan  Schell","Gloria Emerson"
"Prawdziwych przyjaciół poznaje się w Bredzie","Beata Chomątowska","Andrzej Stasiuk"
"Próba miłości","Katarzyna i Jarosław Klejnoccy","Joanna Luberadzka-Gruca, Fundacja Przyjaciółka, Koalicja na rzecz Rodzinnej Opieki Zastępczej"
"Projekt handlu kabardyńskimi końmi","Krzysztof Środa","Marek Bieńczyk, „Dziennik”"
"Promieniowanie tła","Paweł Próchniak","prof. Piotr Śliwiński"
"Prowadzący umarłych","Liao Yiwu","Maria Kruczkowska"
"Prowadzący umarłych","Liao Yiwu","Ze wstępu Philipa Gourevitcha"
"Przecież ich nie zostawię","Monika Sznajderman","Hanna Krall"
"Przecież ich nie zostawię","Magdalena Kicińska","Hanna Krall"
"Przegrane zwycięstwo","Andrzej Chwalba","prof. Andrzej Chwalba"
"Przejęcie","Wojciech Chmielarz","Michał Komar"
"Przemytnik doskonały","Luca Rastello","Artur Domosławski"
"Przemytnik doskonały","Luca Rastello","Tom Feiling, „The Telegraph”"
"Przemytnik doskonały","Luca Rastello","Brian Thomas Gallagher, „The Observer”"
"Przesłonięty uśmiech","Anna Sawińska","Anna Piekutowska"
"Przewóz","Andrzej Stasiuk","Eustachy Rylski"
"Przez błękitne pola","Claire Keegan","Juliusz Kurkiewicz"
"Przez błękitne pola","Claire Keegan","„The Independent”"
"Przez błękitne pola","Claire Keegan","„The Guardian”"
"Przez błękitne pola","Claire Keegan","„The New York Times”"
"Przez drogi i bezdroża","Peter Hessler","Edwin Bendyk"
"Przez drogi i bezdroża","Peter Hessler","„Bloomberg News”"
"Przez drogi i bezdroża","Peter Hessler","„The Boston Globe”"
"Przez drogi i bezdroża","Peter Hessler","Dwight Garner"
"Przez drogi i bezdroża","Peter Hessler","„The Wall Street Journal”"
"Przez drogi i bezdroża","Peter Hessler","Jonathan Yardley"
"Przez morze","Wolfgang Bauer","Paweł Smoleński"
"Przez morze","Wolfgang Bauer","Berthold Merkle, „Der Tagesspiegel”"
"Przez rzekę","Andrzej Stasiuk","prof. Przemysław Czapliński"
"Przyjaciele z daleka","Matti Rönkä","Jury Szklanego Klucza o Przyjaciołach z daleka"
"Przypadek doktora Gilmera","Benjamin Gilmer","Agnieszka Lichnerowicz"
"Przypadek doktora Gilmera","Benjamin Gilmer","„The Washington Post”"
"Przypadek doktora Gilmera","Benjamin Gilmer","„The New York Times Book Review”"
"Przypadek doktora Gilmera","Benjamin Gilmer","Charles Frazier"
"Przypadek doktora Gilmera","Benjamin Gilmer","Christine Montross"
"Przypadek doktora Gilmera","Benjamin Gilmer","„Booklist”"
"Przypadek doktora Gilmera","Benjamin Gilmer","James R. Doty"
"Przypadek doktora Gilmera","Benjamin Gilmer","„Wilmington Star-News”"
"Przypadek doktora Gilmera","Benjamin Gilmer","Maureen Callahan"
"Przypadek doktora Gilmera","Benjamin Gilmer","Anthony Ray Hinton"
"Przypadek Justyny","Tomasz Piątek","Paweł Dunin-Wąsowicz"
"Przy rodzicach nie parlować","Aleksandra Suława","Piotr Kieżun"
"Przyszło nam tu żyć","Jelena Kostiuczenko","Michał Potocki, publicysta „Dziennika Gazety Prawnej”"
"Psożercy ze Svini","Karl-Markus Gauß","Paweł Śpiewak"
"Psożercy ze Svini","Karl-Markus Gauß","Lidia Ostałowska"
"Psożercy ze Svini","Karl-Markus Gauß","Bartosz Marzec"
"Psy nad jeziorem","Miljenko Jergović","Piotr Kofta"
"Ptak dobrego Boga","James McBride","Ziemowit Szczerek"
"Ptaki krzyczą nieustannie","Beata Dżon-Ozimek","Martin Pollack"
"Ptaki krzyczą nieustannie","Michał Olszewski","Martin Pollack"
"Ptaki Wierchowiny","Ádám Bodor","Piotr Kofta"
"Pusty las","Monika Sznajderman","prof. Paweł Próchniak"
"Pusty las","Monika Sznajderman","prof. Roch Sulima"
"Pusty przelot","Daniel Odija","Jarosław Czechowicz, blog „Krytycznym okiem”"
"Puszcza domowa","Adam Robiński","Paweł Sołtys"
"Pył z landrynek","Katarzyna Kobylarczyk","Bartosz Panek"
"Ravensbrück","Steve Sem-Sandberg","Remigiusz Grzela"
"Regał ostatnich tchnień","Aglaja Veteranyi","Cezary Polak"
"Regał ostatnich tchnień","Aglaja Veteranyi","Grzegorz Olszański"
"Regał ostatnich tchnień","Aglaja Veteranyi","Magda Głaz"
"Regał ostatnich tchnień","Aglaja Veteranyi","Dziennik Polski"
"Regał ostatnich tchnień","Aglaja Veteranyi","Marcin Wyrwał,"
"Ręka, której nie kąsasz","Ornela Vorpsi","Agata Pyzik"
"Reporterzy bez fikcji","Agnieszka Wójcińska","Jacek Hugo-Bader"
"Reporterzy bez fikcji","Agnieszka Wójcińska","Barbara Pietkiewicz"
"Reporterzy bez fikcji","Agnieszka Wójcińska","Wojciech Tochman"
"Republika ciał","Olivia Laing","Renata Lis"
"Republika ciał","Olivia Laing","„The Observer”"
"Republika ciał","Olivia Laing","Jack Halberstam"
"Republika ciał","Olivia Laing","Jenn Shapland"
"Republika ciał","Olivia Laing","„Kirkus Review”"
"Republika ciał","Olivia Laing","Esmé Weijun Wang"
"Republika ciał","Olivia Laing","„The Telegraph”"
"Republika ciał","Olivia Laing","„The New Yorker”"
"Republika ciał","Olivia Laing","Josh Cohen, „The Guardian”"
"Respect","David Ritz","Charles Keil"
"Respect","David Ritz","Joel Selvin"
"Respect","David Ritz","Ben Sidran"
"Respect","David Ritz","Nate Chinen, „The New York Times”"
"Respect","David Ritz","„Rolling Stone”"
"Respect","David Ritz","Gavin Edwards, „Rolling Stone”"
"Respect","David Ritz","„Kirkus Reviews”"
"Respect","David Ritz","Jim Farber, „New York Daily News”"
"Respect","David Ritz","„People”"
"Rewolucja kulturalna","Frank Dikötter","Tomasz Sajewicz, korespondent Polskiego Radia w Chinach"
"Rewolucja kulturalna","Frank Dikötter","„Kirkus Reviews”"
"Rewolucja kulturalna","Frank Dikötter","„The New York Times Book Review”"
"Rewolucja kulturalna","Frank Dikötter","„The Guardian”"
"Rewolucja kulturalna","Frank Dikötter","„The Sunday Times”"
"Rok Małpy","Patti Smith","„Entertainment Weekly”"
"Rok Małpy","Patti Smith","„The New Yorker”"
"Rok Małpy","Patti Smith","Maureen Dowd, „The New York Times”"
"Rok Małpy","Patti Smith","Christian Allaire, „Vogue”"
"Rok Małpy","Patti Smith","Leigh Haber, „O. The Oprah Magazine”"
"Rok Małpy","Patti Smith","Andrew Barker, „Variety”"
"Rok Małpy","Patti Smith","Jane Ciabattari, BBC"
"Rola mojej rodziny w światowej rewolucji","Bora Ćosić","Mariusz Cieślik"
"Rola mojej rodziny w światowej rewolucji","Bora Ćosić","Sebastian Frąckiewicz"
"Romantika","Piotr Marecki","Andrzej Barański"
"Rosario Tijeras","Jorge Franco","Marcin Meller"
"Rosario Tijeras","Jorge Franco","Polityka"
"Rosario Tijeras","Jorge Franco","Piotr Huniewicz"
"Rosario Tijeras","Jorge Franco","Maja Mozga-Górecka"
"Rosario Tijeras","Jorge Franco","Słowo Polskie"
"Rosario Tijeras","Jorge Franco","Joanna Krawczyk"
"Rosario Tijeras","Jorge Franco","Notes Wydawniczy"
"Rosario Tijeras","Jorge Franco","Marek Koprowski"
"Rosjanin to ten, kto kocha brzozy","Olga Grjasnowa","Anna Marchewka"
"Rosjanin to ten, kto kocha brzozy","Olga Grjasnowa","Ismet Prcic"
"Rosjanin to ten, kto kocha brzozy","Olga Grjasnowa","Leigh Stein"
"Rosjanin to ten, kto kocha brzozy","Olga Grjasnowa","„Kirkus” "
"Rosjanin to ten, kto kocha brzozy","Olga Grjasnowa","Shelf Awareness"
"Rosjanin to ten, kto kocha brzozy","Olga Grjasnowa","Elmar Krekeler, „Die Welt”"
"Rosjanin to ten, kto kocha brzozy","Olga Grjasnowa","Upcomin4.Me"
"Rosja we krwi","Paweł Semmler","Wiktoria Bieliaszyn, „Gazeta Wyborcza”"
"Rozmowa","Jacek Kleyff","Jacek Kleyff"
"Rozmowa","Jacek Kleyff","Jacek Fedorowicz"
"Rozmowa","Jacek Kleyff","Magdalena Środa"
"Rozmowy pod drzewem zapomnienia","Alexandra Fuller","Zośka Papużanka"
"Rozmowy pod drzewem zapomnienia","Alexandra Fuller","„The New York Times”"
"Rozmowy pod drzewem zapomnienia","Alexandra Fuller","„The Gazette”"
"Rozmowy pod drzewem zapomnienia","Alexandra Fuller","„Booklist”"
"Rozmowy pod drzewem zapomnienia","Alexandra Fuller","„The Scotsman”"
"Rozmowy pod drzewem zapomnienia","Alexandra Fuller","„Wall Street Journal”"
"Roztopy","Jędrzej Pasierski","Wojciech Chmielarz"
"Roztopy","Jędrzej Pasierski","Anna Kańtoch"
"Ruiny czasu","Dariusz Czaja","prof. Paweł Próchniak"
"Ruiny czasu","Wiesław Juszczak","prof. Paweł Próchniak"
"Rumun goni za happy endem","Bogumił Luft","dr hab. Kazimierz Jurczak, kierownik Zakładu Rumunistyki UJ"
"Ruta Tannenbaum","Miljenko Jergović","Anka Grupińska"
"Ryby","Melissa Broder","Melissa Febos"
"Ryby","Melissa Broder","„The New York Times”"
"Ryby","Melissa Broder","Jia Tolentino, „The New Yorker”"
"Ryby","Melissa Broder","Kristen Iskandrian"
"Ryby","Melissa Broder","„Guardian”"
"Ryby","Melissa Broder","Refinery29"
"Ryby","Melissa Broder","„Entertainment Weekly”"
"Ryby","Melissa Broder","Stephanie Danler"
"Ryby","Melissa Broder","„The Washington Post”"
"Ryby","Melissa Broder","Booklist"
"Rzeki, których nie ma","Maciej Robert","Filip Springer"
"Rzemiosło zabijania","Norbert Gstrein","Nenad Popovic"
"Rzemiosło zabijania","Norbert Gstrein","Andreas Breitenstein"
"Safari mrocznej gwiazdy","Paul Theroux","Robert D. Kaplan"
"Safari mrocznej gwiazdy","Paul Theroux","Mark Slouka"
"Salki","Wojciech Nowicki","Andrzej Stasiuk"
"Saloniki. Miasto duchów","Mark Mazower","Dionisios Sturis"
"Saloniki. Miasto duchów","Mark Mazower","Charles King, autor książek ""O północy w Pera Palace"" i ""Odessa"", ""Times Literary Supplement"""
"Saloniki. Miasto duchów","Mark Mazower","Louis de Bernieres, ""Times of London"""
"Saloniki. Miasto duchów","Mark Mazower","""The New York Review of Books"""
"Saloniki. Miasto duchów","Mark Mazower","""The Boston Globe"""
"Saloniki. Miasto duchów","Mark Mazower","""The New York Times"""
"Saloniki. Miasto duchów","Mark Mazower","Philip Mansel, ""The Spectator"""
"Samiec alfa musi odejść","Liz Plank","Kacper Pobłocki"
"Samiec alfa musi odejść","Liz Plank","„Esquire”"
"Samiec alfa musi odejść","Liz Plank","National Public Radio"
"Samiec alfa musi odejść","Liz Plank","„Teen Vogue”"
"Samiec alfa musi odejść","Liz Plank","„Publishers Weekly”"
"Samotność Portugalczyka","Iza Klementowska","Małgorzata Rejmer"
"Samotność Portugalczyka","Iza Klementowska","Juliusz Kurkiewicz"
"Samotność w Sieci","Janusz Wiśniewski","Magdalena Walusiak"
"San Francisco","Magda Działoszyńska-Kossow","Ewa Winnicka"
"Schronisko","Roman Gren","Agnieszka Holland"
"Sekretne życie pobożnych kobiet","Deesha Philyaw","„Publishers Weekly”"
"Sekretne życie pobożnych kobiet","Deesha Philyaw","„Kirkus Reviews”"
"Sekretne życie pobożnych kobiet","Deesha Philyaw","„Amazon Book Review”"
"Sekretne życie pobożnych kobiet","Deesha Philyaw","„Observer”"
"Sekretne życie pobożnych kobiet","Deesha Philyaw","„Minneapolis Star Tribune”"
"Sekretne życie pobożnych kobiet","Deesha Philyaw","„Ms. Magazine”"
"Sekretne życie pobożnych kobiet","Deesha Philyaw","„Pittsburgh Post-Gazette”"
"Sekretne życie pobożnych kobiet","Deesha Philyaw","„Barrelhouse”"
"Seks i cytadela","Shereen El Feki","Ewa Wanat"
"Seks i cytadela","Shereen El Feki","„Library Journal”"
"Seks i cytadela","Shereen El Feki","„Kirkus Reviews”"
"Seks i cytadela","Shereen El Feki","„Booklist”"
"Seks i cytadela","Shereen El Feki","„The Spectator”"
"Seks i cytadela","Shereen El Feki","„Boston Globe”"
"Seks i cytadela","Shereen El Feki","„The Independent”"
"Seks i cytadela","Shereen El Feki","„Financial Times”"
"Seks i cytadela","Shereen El Feki","„San Francisco Chronicle”"
"Seks i cytadela","Shereen El Feki","„The Economist”"
"Sendlerowa","Anna Bikont","Barbara Engelking"
"Sendlerowa","Anna Bikont","Jerzy Jedlicki"
"Sennik ciem i motyli","Robert Pucek","Jacek Gutorow"
"Sercątko","Herta Müller","Katarzyna Leszczyńska"
"Sercątko","Herta Müller","Michał Witkowski"
"Sercątko","Herta Müller","Frankfurter Allgemeine Zeitung"
"Sercątko","Herta Müller","Frankfurter Rundschau"
"Serce narodu koło przystanku","Włodzimierz Nowak","Teresa Torańska"
"Serce narodu koło przystanku","Włodzimierz Nowak","Paweł Smoleński"
"Serce narodu koło przystanku","Włodzimierz Nowak","Muniek Staszczyk"
"Serce pasowało","Anna Mateja","Prof. Wiesław Wiktor Jędrzejczak"
"Serce wszystkiego, co istnieje","Bob Drury","Mariusz Zawadzki"
"Serce wszystkiego, co istnieje","Bob Drury","S. C. Gwynne, autor książki „Imperium księżyca w pełni. Wzlot i upadek Komanczów”"
"Serce wszystkiego, co istnieje","Bob Drury","„USA Today”"
"Serce wszystkiego, co istnieje","Bob Drury","Christopher Corbett, „The Wall Street Journal”"
"Serce wszystkiego, co istnieje","Bob Drury","Kate Tuttle, „The Boston Globe”"
"Serce wszystkiego, co istnieje","Bob Drury","„Minneapolis Star Tribune”"
"Serce wszystkiego, co istnieje","Bob Drury","„Publishers Weekly”"
"Serce wszystkiego, co istnieje","Tom Clavin","Mariusz Zawadzki"
"Serce wszystkiego, co istnieje","Tom Clavin","S. C. Gwynne, autor książki „Imperium księżyca w pełni. Wzlot i upadek Komanczów”"
"Serce wszystkiego, co istnieje","Tom Clavin","„USA Today”"
"Serce wszystkiego, co istnieje","Tom Clavin","Christopher Corbett, „The Wall Street Journal”"
"Serce wszystkiego, co istnieje","Tom Clavin","Kate Tuttle, „The Boston Globe”"
"Serce wszystkiego, co istnieje","Tom Clavin","„Minneapolis Star Tribune”"
"Serce wszystkiego, co istnieje","Tom Clavin","„Publishers Weekly”"
"Sezon maczet","Jean Hatzfeld","Dariusz Rosiak"
"Sezon maczet","Jean Hatzfeld","Halina Bortnowska"
"Shitshow!","Charlie LeDuff","Jakub Żulczyk"
"Siedemnaście zwierząt","Robert Pucek","Zofia Król"
"Sigalin","Andrzej Skalimowski","Błażej Brzostek"
"Siomga","Sofija Andruchowycz","Sylwia Chutnik"
"Skarby","Patrycja Dołowy","Rafał Hetman"
